Bairro,Vizinho,Logradouro,Tipo,Peso,Tipo Normalizado,Id Rua,Comentário OSM
Jordão,Cohab,Rua da Batalha,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161828556,"Changed geometry, added a oneway and surface types in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1067"
Pina,Brasília Teimosa,Rua Manoel de Brito,primary,1.2,Avenida principal,https://openstreetmap.org/way/624935364,"Added missing segment of road. Updated oneway and number of road lanes in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1067"
Pina,Boa Viagem,Rua Manoel de Brito,primary,1.2,Avenida principal,https://openstreetmap.org/way/624935364,"Added missing segment of road. Updated oneway and number of road lanes in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1067"
Pina,Afogados,Rua Manoel de Brito,primary,1.2,Avenida principal,https://openstreetmap.org/way/624935364,"Added missing segment of road. Updated oneway and number of road lanes in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1067"
Pina,Imbiribeira,Rua Manoel de Brito,primary,1.2,Avenida principal,https://openstreetmap.org/way/624935364,"Added missing segment of road. Updated oneway and number of road lanes in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1067"
Barro,Cohab,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/30811055,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Barro,Tejipió,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/30811055,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Barro,Ibura,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/30811055,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Barro,Areias,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/30811055,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Barro,Jardim São Paulo,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/30811055,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Coqueiral,Sancho,Rua Doutor José Cornélio,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/316877404,"Modified priority of roads and added lanes to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Coqueiral,Tejipió,Rua Quinze de Novembro,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/636857005,"Modified priority of roads and added lanes to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Sancho,Coqueiral,Rua Doutor Urbano Vitalino de Melo Filho,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/336107567,Inclusion of Street Names in towns and cities in Brazil. #kaart #2022 #Brazil.
Sancho,Curado,Rua Josita Almeida,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/336107559,Correção nome do logradouro conforme Prefeitura do Recife.
Sancho,Totó,Rua Josita Almeida,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/336107559,Correção nome do logradouro conforme Prefeitura do Recife.
Sancho,Tejipió,Rua Doutor Urbano Vitalino de Melo Filho,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/336107567,Inclusion of Street Names in towns and cities in Brazil. #kaart #2022 #Brazil.
Tejipió,Barro,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/764604815,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Tejipió,Coqueiral,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/764604815,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Tejipió,Jardim São Paulo,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/764604815,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Coqueiral,Totó,Rua Doutor José Cornélio,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/316877404,"Modified priority of roads and added lanes to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Tejipió,Curado,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/764604815,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Tejipió,Sancho,Avenida Doutor José Rufino,primary,1.2,Avenida principal,https://openstreetmap.org/way/764604815,"osm data update with mapillary images Recife - Campina Grande, #Kaart #2023 #Brasil #kaart-522"
Totó,Coqueiral,Rua Juvêncio Marques da Cunha,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/221641871,correção e ortogonização em bairros do Recife
Totó,Sancho,Rua Ana Carneiro D'Albuquerque,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/221641855,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE. #Kaart 2019
Caçote,Areias,Avenida Justiça e Paz,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/336132451,"I added alleys and surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Totó,Curado,Rua Juvêncio Marques da Cunha,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/221641871,correção e ortogonização em bairros do Recife
Areias,Imbiribeira,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Areias,Caçote,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Areias,Barro,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Areias,Ipsep,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Areias,Estância,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Areias,Jiquiá,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Caçote,Ipsep,Avenida Justiça e Paz,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/336132451,"I added alleys and surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Caçote,Ibura,Avenida Justiça e Paz,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/336132451,"I added alleys and surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Areias,Ibura,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Ibura,Boa Viagem,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Ibura,Cohab,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Ibura,Barro,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Ibura,Jordão,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Ibura,Caçote,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Ibura,Areias,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Ibura,Imbiribeira,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Areias,Jardim São Paulo,Avenida Recife,primary,1.2,Avenida principal,https://openstreetmap.org/way/722757400,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Ibura,Ipsep,Rua Frei Luís de Souza,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/161830501,Melhorias no Bairro do Jordão - Recife
Imbiribeira,Boa Viagem,Rua Doutor Tavares Correia,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/162651563,Specify road smoothness
Imbiribeira,Afogados,Avenida Marechal Mascarenhas de Moraes,trunk,1.0,Via arterial / Rodovia urbana	,https://openstreetmap.org/way/771504827,"Colocando tag de pista dupla nas vias do Plano Diretor Cicloviário, além de pequenas adições de vias em relaçeõs."
Imbiribeira,Pina,Avenida Marechal Mascarenhas de Moraes,trunk,1.0,Via arterial / Rodovia urbana	,https://openstreetmap.org/way/771504827,"Colocando tag de pista dupla nas vias do Plano Diretor Cicloviário, além de pequenas adições de vias em relaçeõs."
Imbiribeira,Ipsep,Rua Doutor Tavares Correia,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/162651563,Specify road smoothness
Imbiribeira,Areias,Rua Doutor Tavares Correia,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/162651563,Specify road smoothness
Imbiribeira,Jiquiá,Rua Doutor Tavares Correia,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/162651563,Specify road smoothness
Ipsep,Areias,Rua Santos Cosme e Damião,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/1184004990,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Ipsep,Caçote,Rua Santos Cosme e Damião,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/1184004990,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Ipsep,Imbiribeira,Rua Francisco Barreto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/141911463,adicionando parte do PDC
Ipsep,Ibura,Rua Santos Cosme e Damião,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/1184004990,"Inclusão de Calçadão, Calçada, Meio fio, Faixa de Pedestre no Bairro do Ipsep - Recife/PE."
Estância,Jiquiá,Rua Sargento Jaime Pantaleão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159256399,Inserindo Ceps de Ruas no Bairro da Instância - Recife/PE Conforme CNEFE.
Estância,Areias,Primeira Travessa Príncipe da Beira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/511298461,Brazil Correction of Street Names and Abbreviated Avenues in the State of Pernambuco #Kaart #2021 #Brazil
Estância,Jardim São Paulo,Rua Sargento Jaime Pantaleão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159256399,Inserindo Ceps de Ruas no Bairro da Instância - Recife/PE Conforme CNEFE.
Estância,San Martin,Rua Sargento Jaime Pantaleão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159256399,Inserindo Ceps de Ruas no Bairro da Instância - Recife/PE Conforme CNEFE.
Imbiribeira,Ibura,Rua Doutor Tavares Correia,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/162651563,Specify road smoothness
Jardim São Paulo,Tejipió,Rua Professora Zênia Guerra,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166189695,Correção nome do logradouro conforme Prefeitura do Recife.
Jardim São Paulo,Barro,Rua Professora Zênia Guerra,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166189695,Correção nome do logradouro conforme Prefeitura do Recife.
Jardim São Paulo,Areias,Rua Guarulhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166189764,"Added lanes and modified road classification and geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Jardim São Paulo,Estância,Rua Guarulhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166189764,"Added lanes and modified road classification and geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Jardim São Paulo,Jiquiá,Rua Guarulhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166189764,"Added lanes and modified road classification and geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Jardim São Paulo,Curado,Rua Professora Zênia Guerra,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166189695,Correção nome do logradouro conforme Prefeitura do Recife.
Jiquiá,Mangueira,Rua Manoel Lopes de Barros,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159257489,"I added surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Jiquiá,Areias,Rua Manoel Lopes de Barros,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159257489,"I added surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Jardim São Paulo,San Martin,Rua Guarulhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166189764,"Added lanes and modified road classification and geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Jiquiá,Afogados,Rua Manoel Lopes de Barros,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159257489,"I added surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Jiquiá,Imbiribeira,Rua Manoel Lopes de Barros,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159257489,"I added surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Jiquiá,Estância,Rua Manoel Lopes de Barros,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159257489,"I added surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Jiquiá,Jardim São Paulo,Rua Manoel Lopes de Barros,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159257489,"I added surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
San Martin,Mustardinha,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/966570842,"I added a footway and an alley in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
San Martin,Bongi,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/966570842,"I added a footway and an alley in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
San Martin,Prado,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/966570842,"I added a footway and an alley in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
San Martin,Mangueira,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/778554964,"Adjusted road geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
San Martin,Estância,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/778554964,"Adjusted road geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
San Martin,Jiquiá,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/778554964,"Adjusted road geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
San Martin,Jardim São Paulo,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/778554964,"Adjusted road geometry in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
San Martin,Cordeiro,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/966570842,"I added a footway and an alley in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
San Martin,Torrões,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/966570842,"I added a footway and an alley in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
San Martin,Curado,Avenida General San Martin,primary,1.2,Avenida principal,https://openstreetmap.org/way/966570842,"I added a footway and an alley in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Jiquiá,San Martin,Rua Manoel Lopes de Barros,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/159257489,"I added surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Curado,Jardim São Paulo,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Curado,San Martin,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Cidade Universitária,Curado,Avenida Jornalista Aníbal Fernandes,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/245730591,Specify whether roads have sidewalks
Curado,Sancho,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Curado,Cidade Universitária,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Curado,Engenho do Meio,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Curado,Torrões,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Curado,Várzea,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Cidade Universitária,Engenho do Meio,Avenida Jornalista Aníbal Fernandes,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/245730591,Specify whether roads have sidewalks
Cidade Universitária,Várzea,Avenida Jornalista Aníbal Fernandes,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/245730591,Specify whether roads have sidewalks
Curado,Tejipió,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Curado,Totó,Avenida Getúlio Vargas,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/1099651426,Corrected/Standardized street name. #Brazil #Kaart 2024
Cidade Universitária,Iputinga,Avenida Jornalista Aníbal Fernandes,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/245730591,Specify whether roads have sidewalks
Engenho do Meio,Curado,Rua Antônio Borges Uchoa,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199429423,Melhorias e Inclusão de CEP´s em Ruas conforme o CNEFE no Bairro do Recife/PE.
Engenho do Meio,Cidade Universitária,Rua Salvador Vital,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/385648207,"Added unpaved to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Engenho do Meio,Cordeiro,Rua Antônio Borges Uchoa,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199429423,Melhorias e Inclusão de CEP´s em Ruas conforme o CNEFE no Bairro do Recife/PE.
Engenho do Meio,Torrões,Rua Antônio Borges Uchoa,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199429423,Melhorias e Inclusão de CEP´s em Ruas conforme o CNEFE no Bairro do Recife/PE.
Torrões,Curado,Rua Damasqueiro,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691618,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Torrões,Engenho do Meio,Rua Engenho Terra do Dia,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691617,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Torrões,San Martin,Rua Damasqueiro,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691618,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Engenho do Meio,Iputinga,Rua Antônio Borges Uchoa,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199429423,Melhorias e Inclusão de CEP´s em Ruas conforme o CNEFE no Bairro do Recife/PE.
Torrões,Cordeiro,Rua Damasqueiro,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691618,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Caxangá,Várzea,Rua Engenho Poeta,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/204618705,Aligned residential ways
Caxangá,Iputinga,Rua Engenho Poeta,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/204618705,Aligned residential ways
Caxangá,Apipucos,Rua Engenho Poeta,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/204618705,Aligned residential ways
Caxangá,Dois Irmãos,Rua Engenho Poeta,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/204618705,Aligned residential ways
Várzea,Caxangá,Rua Diogo de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/203171868,"Updated footways that are now paved roads and added traffic_signals to crossings in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Várzea,Iputinga,Rua Diogo de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/203171868,"Updated footways that are now paved roads and added traffic_signals to crossings in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Várzea,Curado,Rua Diogo de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/203171868,"Updated footways that are now paved roads and added traffic_signals to crossings in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Arruda,Ponto de Parada,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Arruda,Tamarineira,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Várzea,Cidade Universitária,Rua Diogo de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/203171868,"Updated footways that are now paved roads and added traffic_signals to crossings in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Arruda,Rosarinho,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Arruda,Campo Grande,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Arruda,Peixinhos,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Arruda,Bomba do Hemetério,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Caxangá,Sítio dos Pintos,Rua Engenho Poeta,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/204618705,Aligned residential ways
Arruda,Mangabeira,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Arruda,Campina do Barreto,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Campo Grande,Hipódromo,Rua Manuel de Barros Lima,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174871748,Inserindo Ceps nas Ruas do Bairro de Campo Grande em  Recife/PE Conforme o CNEFE.
Campo Grande,Ponto de Parada,Rua Manuel de Barros Lima,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174871748,Inserindo Ceps nas Ruas do Bairro de Campo Grande em  Recife/PE Conforme o CNEFE.
Arruda,Água Fria,Rua José Austregésilo,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/151814403,Adicionado nomes de estradas e rodovias em Recife recuperadas de IBGE Map of Urban Areas. #Kaart 2019
Campo Grande,Encruzilhada,Rua Manuel de Barros Lima,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174871748,Inserindo Ceps nas Ruas do Bairro de Campo Grande em  Recife/PE Conforme o CNEFE.
Campo Grande,Torreão,Rua Manuel de Barros Lima,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174871748,Inserindo Ceps nas Ruas do Bairro de Campo Grande em  Recife/PE Conforme o CNEFE.
Campo Grande,Bairro do Recife,Rua Manuel de Barros Lima,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174871748,Inserindo Ceps nas Ruas do Bairro de Campo Grande em  Recife/PE Conforme o CNEFE.
Campo Grande,Santo Amaro,Rua Manuel de Barros Lima,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174871748,Inserindo Ceps nas Ruas do Bairro de Campo Grande em  Recife/PE Conforme o CNEFE.
Campo Grande,Arruda,Rua Manuel de Barros Lima,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174871748,Inserindo Ceps nas Ruas do Bairro de Campo Grande em  Recife/PE Conforme o CNEFE.
Peixinhos,Arruda,Rua Colorado,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222823534,Inserindo Cep´s nas Ruas do Bairro de Peixinhos - Recife/PE seguindo CNEFE.
Peixinhos,Campina do Barreto,Avenida Poeta Vinicius de Morais,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/656122407,correções na Vinicius de Moraes com Professor José dos Anjos
Cordeiro,Prado,Rua Eurico de Souza Leão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/966270822,"Modified surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Cordeiro,Engenho do Meio,Rua Professor Evaldo Altino,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691612,"Added unpaved to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Cordeiro,San Martin,Rua Eurico de Souza Leão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/966270822,"Modified surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Campo Grande,Peixinhos,Rua Oliveira Fonseca,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/174872346,Criando várias das relações para o PDC/RMR
Peixinhos,Campo Grande,Rua Colorado,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222823534,Inserindo Cep´s nas Ruas do Bairro de Peixinhos - Recife/PE seguindo CNEFE.
Cordeiro,Torre,Rua Eurico de Souza Leão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/966270822,"Modified surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Cordeiro,Torrões,Rua Professor Evaldo Altino,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691612,"Added unpaved to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
