Bairro,Vizinho,Logradouro,Tipo,Peso,Tipo Normalizado,Id Rua,Comentário OSM
Nova Descoberta,Córrego do Jenipapo,Rua Alto da Brasileira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690522,"#hotosm-project-17634 Mapeamento de Edifícios, Estradas e Área Verdes #MovimentoSoftwareLivre2024 #UmbraOsm #colaborativas"
Nova Descoberta,Vasco da Gama,Rua Alto da Brasileira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690522,"#hotosm-project-17634 Mapeamento de Edifícios, Estradas e Área Verdes #MovimentoSoftwareLivre2024 #UmbraOsm #colaborativas"
Nova Descoberta,Brejo da Guabiraba,Rua Alto da Brasileira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690522,"#hotosm-project-17634 Mapeamento de Edifícios, Estradas e Área Verdes #MovimentoSoftwareLivre2024 #UmbraOsm #colaborativas"
Nova Descoberta,Brejo de Beberibe,Rua Alto da Brasileira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690522,"#hotosm-project-17634 Mapeamento de Edifícios, Estradas e Área Verdes #MovimentoSoftwareLivre2024 #UmbraOsm #colaborativas"
Vasco da Gama,Casa Amarela,Rua Santa Maria Goretti,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819875,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Vasco da Gama,Morro da Conceição,Rua Santa Maria Goretti,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819875,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Vasco da Gama,Brejo de Beberibe,Rua Santa Maria Goretti,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819875,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Vasco da Gama,Nova Descoberta,Rua Santa Maria Goretti,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819875,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Vasco da Gama,Alto José Bonifácio,Rua Santa Maria Goretti,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819875,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Apipucos,Monteiro,Rua Jorge Tasso Neto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/203167206,Specify surfaces
Apipucos,Iputinga,Rua Jorge Tasso Neto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/203167206,Specify surfaces
Apipucos,Caxangá,Rua Jorge Tasso Neto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/203167206,Specify surfaces
Apipucos,Alto do Mandu,Rua Jorge Tasso Neto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/203167206,Specify surfaces
Apipucos,Córrego do Jenipapo,Rua Jorge Tasso Neto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/203167206,Specify surfaces
Apipucos,Dois Irmãos,Rua Jorge Tasso Neto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/203167206,Specify surfaces
Apipucos,Macaxeira,Rua Jorge Tasso Neto,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/203167206,Specify surfaces
Dois Irmãos,Caxangá,Rua Professor Cláudio Selva,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/466145232,Melhorias
Dois Irmãos,Córrego do Jenipapo,Rua Professor Cláudio Selva,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/466145232,Melhorias
Sítio dos Pintos,Caxangá,Estrada dos Pintos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/807233403,Correção nome do logradouro conforme Prefeitura do Recife.
Dois Irmãos,Sítio dos Pintos,Rua Professor Cláudio Selva,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/466145232,Melhorias
Dois Irmãos,Apipucos,Rua Professor Cláudio Selva,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/466145232,Melhorias
Brejo da Guabiraba,Córrego do Jenipapo,Rua Arca de Noe,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/776574491,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Sítio dos Pintos,Dois Irmãos,Estrada dos Pintos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/807233403,Correção nome do logradouro conforme Prefeitura do Recife.
Sítio dos Pintos,Guabiraba,Estrada dos Pintos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/807233403,Correção nome do logradouro conforme Prefeitura do Recife.
Brejo da Guabiraba,Nova Descoberta,Rua Arca de Noe,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/776574491,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Brejo da Guabiraba,Brejo de Beberibe,Rua Arca de Noe,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/776574491,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Brejo da Guabiraba,Passarinho,Rua Arca de Noe,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/776574491,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Dois Irmãos,Guabiraba,Rua Professor Cláudio Selva,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/466145232,Melhorias
Brejo da Guabiraba,Guabiraba,Rua Arca de Noe,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/776574491,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Brejo de Beberibe,Linha do Tiro,Avenida Vereador Otacílio Azevedo,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1339825498,Correção de velocidade de acordo com a sinalização em 2024 e código de trânsito.
Brejo de Beberibe,Vasco da Gama,Avenida Vereador Otacílio Azevedo,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1339825498,Correção de velocidade de acordo com a sinalização em 2024 e código de trânsito.
Brejo de Beberibe,Nova Descoberta,Avenida Vereador Otacílio Azevedo,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1339825498,Correção de velocidade de acordo com a sinalização em 2024 e código de trânsito.
Brejo de Beberibe,Alto José Bonifácio,Avenida Vereador Otacílio Azevedo,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1339825498,Correção de velocidade de acordo com a sinalização em 2024 e código de trânsito.
Brejo de Beberibe,Dois Unidos,Avenida Vereador Otacílio Azevedo,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1339825498,Correção de velocidade de acordo com a sinalização em 2024 e código de trânsito.
Brejo de Beberibe,Brejo da Guabiraba,Avenida Vereador Otacílio Azevedo,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1339825498,Correção de velocidade de acordo com a sinalização em 2024 e código de trânsito.
Dois Unidos,Linha do Tiro,Avenida Hildebrando de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/857404822,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Brejo de Beberibe,Passarinho,Avenida Vereador Otacílio Azevedo,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1339825498,Correção de velocidade de acordo com a sinalização em 2024 e código de trânsito.
Dois Unidos,Beberibe,Avenida Hildebrando de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/857404822,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Dois Unidos,Brejo de Beberibe,Avenida Hildebrando de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/857404822,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Dois Unidos,Passarinho,Avenida Hildebrando de Vasconcelos,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/857404822,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Passarinho,Brejo da Guabiraba,Avenida Chagas Ferreira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222822287,Inclusion of Street Names in Cities and Towns in Brazil. - #Maproulette #kaart #2022 #Brazil #maproulette
Passarinho,Brejo de Beberibe,Avenida Chagas Ferreira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222822287,Inclusion of Street Names in Cities and Towns in Brazil. - #Maproulette #kaart #2022 #Brazil #maproulette
Passarinho,Dois Unidos,Rua Vargem linda,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/766881851,Inclusion of Street Names in Cities and Towns in Brazil. - #Maproulette #kaart #2022 #Brazil #maproulette
Passarinho,Guabiraba,Rua Vargem linda,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/766881851,Inclusion of Street Names in Cities and Towns in Brazil. - #Maproulette #kaart #2022 #Brazil #maproulette
Guabiraba,Córrego do Jenipapo,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/772408731,Correção de velocidade de acordo com a sinalização e Código de trânsito
Guabiraba,Brejo da Guabiraba,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/772408731,Correção de velocidade de acordo com a sinalização e Código de trânsito
Guabiraba,Pau-Ferro,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/1151055913,Atualização do limite de velocidade conforme a sinalização
Guabiraba,Passarinho,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/772408731,Correção de velocidade de acordo com a sinalização e Código de trânsito
Guabiraba,Dois Irmãos,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/772408731,Correção de velocidade de acordo com a sinalização e Código de trânsito
Guabiraba,Sítio dos Pintos,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/772408731,Correção de velocidade de acordo com a sinalização e Código de trânsito
Pau-Ferro,Guabiraba,Rua Evaristo da Veiga,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/713731326,correction of the addr:street tag used in roads and streets wrongly in the city of Recife - Pernambuco - Brazil. #kaart #2021 #Brazil.
Pau-Ferro,Aldeia,Rua Evaristo da Veiga,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/713731326,correction of the addr:street tag used in roads and streets wrongly in the city of Recife - Pernambuco - Brazil. #kaart #2021 #Brazil.
Aldeia,Pau-Ferro,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/48002102,Created residential way near Rua Joaquim Matoso #adt
Aldeia,Oitenta,Estrada da Mumbeca,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/48002102,Created residential way near Rua Joaquim Matoso #adt
Oitenta,Aldeia,Rua Assis Brasil,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/868131825,Melhorias em Camaragibe. Adicionado parte da linha municipal C06 Oitenta - Santana
